name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction,search_city
Whataburger,"100 N Craft Hwy, Chickasaw, AL 36611, United States",locations.whataburger.com,+1 251-456-7664,962,4.2,No,No,Yes,Fast food restaurant,,"Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.",Chickasaw
Las Tarascas Food Truck,"317 W Valley Ave, Homewood, AL 35209, United States",facebook.com,+1 659-263-9534,1,5.0,No,No,No,Mexican restaurant, · Closes 6PM,None Found,Chickasaw
Las Tarascas Food Truck,"317 W Valley Ave, Homewood, AL 35209, United States",loves.com,+1 251-330-2991,625,3.7,Yes,No,No,Truck stop,,None Found,Chickasaw
Love's Travel Stop,"2600 W I-65 Service Rd N, Whistler, AL 36612, United States",loves.com,+1 251-330-2991,625,3.7,Yes,No,No,Truck stop,,None Found,Chickasaw
CroixStreet Vegan Food Truck (Check Routes For Location),"124 Pinson Plaza, Pinson, AL 35126, United States",croixstreetvegan.com,,17,4.6,No,No,Yes,Vegan restaurant, · Opens 5PM,None Found,Pinson
Cheezin Food Truck,,facebook.com,+1 205-522-2565,10,3.9,No,No,Yes,Delivery Restaurant,,None Found,Pinson
Super Taco,"5100 Pinson Valley Pkwy, Birmingham, AL 35215, United States",usacommerx.top,+1 205-337-3849,4,4.8,No,No,Yes,Family restaurant, · 2:30PM,None Found,Pinson
Good Ole Boys BBQ,"33565 US-280, Childersburg, AL 35044, United States",goodolebbq.com,+1 256-346-3599,310,4.3,No,No,Yes,Barbecue restaurant, · Closes 8PM,None Found,Childersburg
La Piñata Mexican Grill,"32122 US-280, Childersburg, AL 35044, United States",pinatamexicangrill.com,+1 256-346-3246,362,4.3,No,No,Yes,Mexican restaurant, · Closes 10PM,None Found,Childersburg
Grillbillies BBQ Co,"8140 W Lebaron Ave, Citronelle, AL 36522, United States",facebook.com,+1 251-421-8048,158,4.5,No,No,Yes,Barbecue restaurant, · Closes 6:30PM,None Found,Citronelle
Jack's Family Restaurant,"19545 N 3rd St, Citronelle, AL 36522, United States",locations.eatatjacks.com,+1 251-800-9666,394,3.4,No,No,Yes,Fast food restaurant, · Closes 11PM,"Fast-food chain serving standard American eats such as burgers, fries & milkshakes.",Citronelle
Big Doon's BBQ,"258 Forest Rd, Hueytown, AL 35023, United States",bigdoonsbbq.com,+1 205-436-8009,184,4.8,No,No,Yes,Barbecue restaurant, · Closes 7PM,None Found,Hueytown
Taquería J&C,"1829 13th Ave N, Bessemer, AL 35020, United States",,+1 205-475-6000,34,5.0,No,Yes,No,Fast food restaurant, · Closes 8PM,None Found,Hueytown
Granny’s Fish ‘N Grits,"5031 Ford Pkwy Ste 103, Bessemer, AL 35022, United States",grannysfishngrits.online,+1 205-405-1502,30,4.6,No,No,No,Restaurant, · Closes 10PM,None Found,Hueytown
Taqueria Ortiz,"501 7th St S, Clanton, AL 35045, United States",facebook.com,+1 205-730-8645,48,4.0,No,No,Yes,Taco restaurant, · Closes 10PM,None Found,Clanton
Neighborhood Grill and Catering - Clanton,"309 7th St N, Clanton, AL 35045, United States",neighborhoodgrillandcatering.com,+1 205-755-2220,1578,4.7,No,Yes,Yes,American restaurant, · Closes 9PM,None Found,Clanton
Tacos y antojitos la michoacana,"3905 7th St N, Clanton, AL 35045, United States",,+1 205-245-7154,35,4.9,No,No,Yes,Restaurant, · Closes 9PM,None Found,Clanton
PITA Mediterranean Street Food - Clanton,"942 Lake Mitchell Rd suite A, Clanton, AL 35045, United States",pitastreetfood.com,+1 205-258-5552,652,4.6,No,Yes,Yes,Mediterranean restaurant, · Closes 8PM,None Found,Clanton
Pierce Farms,"1007 7th St S, Clanton, AL 35045, United States",,,4,3.0,No,No,No,Farm,,None Found,Clanton
P.S. Taco Company | Saraland,"47 Shell St, Saraland, AL 36571, United States",thepstaco.com,+1 251-895-7787,391,3.9,No,No,Yes,Taco restaurant, · Closes 9PM,None Found,Saraland
Snobiz,"412 Saraland Blvd S, Saraland, AL 36571, United States",,+1 251-423-2734,76,4.9,No,No,Yes,Ice cream shop, · Closes 6PM,None Found,Saraland
Whataburger,"1000 Industrial Pkwy, Saraland, AL 36571, United States",locations.whataburger.com,+1 251-675-1246,2361,4.3,No,No,Yes,Fast food restaurant,,"Circa-1950 fast-food chain for counter-serve burgers, some stacked with multiple patties.",Saraland
Freddy's Frozen Custard & Steakburgers,"70 Shell St, Saraland, AL 36571, United States",freddys.com,+1 251-508-4115,726,4.0,No,No,Yes,Hamburger restaurant,Open · Closes 11PM,"Vintage-style chain for steakburgers, hot dogs & other fast-food staples, plus frozen custard.",Saraland
J Rodgers BBQ & Soul Food,"1444 Industrial Pkwy, Saraland, AL 36571, United States",jrodgersbbq.net,+1 251-675-3282,937,4.4,No,No,No,Barbecue restaurant,,"All-you-can-eat buffet option with old-school, kitschy decor offering BBQ & soul food staples.",Saraland
Godfather's Pizza,"120 Saraland Loop, Saraland, AL 36571, United States",godfathers.com,+1 251-679-0871,354,4.2,No,No,Yes,Pizza restaurant, · Closes 9PM,"Chain eatery specializing in thick-crust pizzas, also offering sides & desserts.",Saraland
The Shrimp Lady,"5523 US-43, Satsuma, AL 36572, United States",facebook.com,+1 251-288-3834,105,4.8,No,Yes,Yes,Seafood restaurant, · Closes 6PM,None Found,Satsuma
Pilot Travel Center,"6109 US-43, Satsuma, AL 36572, United States",locations.pilotflyingj.com,+1 251-679-6260,1861,4.1,No,No,No,Truck stop,,None Found,Satsuma
PJ Fresh Marketplace,"6109 US-43, Satsuma, AL 36572, United States",pilotflyingj.com,+1 251-679-6260,2,5.0,No,No,Yes,Fast food restaurant, · Closes 10PM,None Found,Satsuma
PJ Fresh Marketplace,"5801 US-43, Satsuma, AL 36572, United States",lucedalehouseofpizza.com,+1 251-301-8755,9,4.6,No,No,No,Pizza restaurant,,None Found,Satsuma
Satsuma House of Pizza,"5801 US-43, Satsuma, AL 36572, United States",lucedalehouseofpizza.com,+1 251-301-8755,9,4.6,No,No,No,Pizza restaurant,,None Found,Satsuma
Arby's,"6109 US-43, Satsuma, AL 36572, United States",arbys.com,+1 251-679-6259,1213,3.8,No,No,No,Fast food restaurant,,"Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.",Satsuma
Poco Loco Taco Truck,"1129 N Chalkville Rd, Trussville, AL 35173, United States",,+1 205-659-5226,16.0,4.5,No,No,Yes,Taco restaurant, · Closes 9PM,None Found,Clay
Center Point FoodTruck Park,"Center Point, AL 35215, United States",,,1.0,5.0,No,No,Yes,Food court,,None Found,Clay
Food Truck Commissary Birmingham,"1052 Gadsden Hwy, Birmingham, AL 35235, United States",commissarykitchenbirmingham.com,+1 205-810-2199,,,No,No,No,Food and beverage consultant, · Closes 8PM,None Found,Clay
Lil' Touch Of Cajun Grill,"207 S Kimball Ave, Jackson, AL 36545, United States",,+1 251-246-2993,457,4.0,No,No,No,Bar & grill, · Closes 1AM,None Found,Jackson
iSpice Foods,"6450 US-43, Jackson, AL 36545, United States",ispicefoods.com,+1 251-246-8001,28,4.1,No,No,No,Food seasoning manufacturer, · Closes 4:30PM,None Found,Jackson
Circle K | Truck Stop,"3701 N College Ave, Jackson, AL 36545, United States",circlek.com,+1 855-276-1947,6,3.8,No,No,No,Truck stop,,None Found,Jackson
Circle K | Truck Stop,"3701 N College Ave, Jackson, AL 36545, United States",circlek.com,+1 251-246-0027,11,4.3,No,No,No,Gas station, · Closes 12AM,None Found,Jackson
Exxon,"322 Commerce St, Jackson, AL 36545, United States",exxonmobilfuels.com,+1 251-246-0027,11,4.3,No,No,No,Gas station, · Closes 12AM,None Found,Jackson
"Bumpers Oil Company, LLC","4250 Industrial Rd, Jackson, AL 36545, United States",bumpersoil.com,+1 251-246-2156,13,3.5,No,No,No,Diesel fuel supplier,,None Found,Jackson
Packaging Corporation of America,"Jackson, AL 36545, United States",packagingcorp.com,,42,2.6,No,No,No,Paper mill,,None Found,Jackson
Taco Bell,"3625 N College Ave, Jackson, AL 36545, United States",locations.tacobell.com,+1 251-320-5050,200,3.7,No,No,Yes,Fast food restaurant,Open · Closes 2AM,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",Jackson
Don’t stay hungry Puerto Rican Cuisine,"697 N Daleville Ave, Daleville, AL 36322, United States",dontstayhungryal.com,+1 787-224-5640,144,4.5,No,No,Yes,Puerto Rican restaurant, · Closes 4PM,None Found,Clayhatchee
Kennys Hwy 198 Diner Restaurant,"334 Eufaula Ave, Clayton, AL 36016, United States",eatatkennys.com,+1 334-332-6993,110,4.7,No,No,Yes,Restaurant, · Closes 9PM,None Found,Clayton
Clayton Dime Store Restaurant,"10 Eufaula Ave, Clayton, AL 36016, United States",clayton-dime-store.poi.place,+1 334-775-8300,185,4.4,No,No,Yes,American restaurant, · Opens 4AM Sat,None Found,Clayton
Chitown Eats,"170 N Midway St, Clayton, AL 36016, United States",busiussa.org,+1 334-621-5018,2,5.0,No,No,No,Southern restaurant (US),,None Found,Clayton
Texaco Clayton,"42 Western Bypass, Clayton, AL 36016, United States",texaco.com,+1 334-775-9747,8,4.5,No,No,No,Gas station,,None Found,Clayton
Smash Mouth,"1500 W Magnolia Ave, Geneva, AL 36340, United States",,,7,4.1,No,No,No,American restaurant, · Closes 8PM,None Found,Geneva
La Leyenda Mexican Grill,"1416 W Maple Ave, Geneva, AL 36340, United States",,+1 334-684-7774,441,4.0,No,No,Yes,Mexican restaurant, · Closes 9PM,None Found,Geneva
Gran Jan's,"414 S Commerce St, Geneva, AL 36340, United States",,+1 334-449-1100,62,4.4,No,No,Yes,Restaurant, · Opens 5PM,None Found,Geneva
Super Canton,"511 E Maple Ave #3, Geneva, AL 36340, United States",,+1 334-684-1088,147,4.2,No,No,Yes,Chinese restaurant, · Closes 9PM,None Found,Geneva
McDonald's,"1205 W Maple Ave, Geneva, AL 36340, United States",mcdonalds.com,+1 334-684-6409,1039,3.6,No,No,Yes,Fast food restaurant,Open · Closes 11PM,"Classic, long-running fast-food chain known for its burgers & fries.",Geneva
Get Loaded Food Truck,,m.facebook.com,+1 256-652-9028,34,4.4,No,No,No,Food producer,,None Found,Geneva
Brothers Bootleg BBQ,"102 N Ann Ave, Tallassee, AL 36078, United States",facebook.com,+1 334-991-4082,47.0,4.9,No,Yes,No,Barbecue restaurant,Open · Closes 6PM,None Found,Tallassee
Brothers Bootleg BBQ,"563 Jordan Ave, Tallassee, AL 36078, United States",usmapid.org,+1 334-991-4141,44.0,4.6,No,No,Yes,Mexican restaurant, · Closes 8PM,None Found,Tallassee
Barbie Street Food,,fooddeliverydadeville.com,+1 256-818-4484,,,No,No,No,Mobile caterer, · Closes 5PM,None Found,Tallassee
Market & Eatery,"367 Head Dr, Cleveland, AL 35049, United States",,+1 205-456-0056,95.0,4.8,No,No,Yes,American restaurant, · Closes 8PM,None Found,Cleveland
Market & Eatery,"367 Head Dr, Cleveland, AL 35049, United States",,+1 205-625-3069,43.0,3.8,Yes,No,No,Convenience store, · Closes 10PM,None Found,Cleveland
Tonka Shell & Deli,"36270 AL-79, Cleveland, AL 35049, United States",tonkadeli.com,+1 205-625-3069,43.0,3.8,Yes,No,No,Convenience store, · Closes 10PM,None Found,Cleveland
Tacos la costeńita,"36256 AL-79, Cleveland, AL 35049, United States",usmapir.org,+1 205-353-0564,,,No,No,No,Fast food restaurant, · Opens 10AM Sat,None Found,Cleveland
Merl's Diner,"10 1st St, Lanett, AL 36863, United States",merls.top,+1 334-642-9444,602,4.7,No,No,Yes,Diner, · Closes 8:30PM,None Found,Lanett
Haglers BBQ,"3406140000031000, 2601 AL-10, Clio, AL 36017, United States",facebook.com,+1 334-397-2694,217,4.5,No,No,Yes,Barbecue restaurant, · Closes 8PM,None Found,Clio
La Juquilita LLC,"3273 Louisville St, Clio, AL 36017, United States",,,11,4.8,No,No,No,Grocery store, · Closes 9PM,None Found,Clio
Wilkerson Liberty Food Mart,"1448 Blue Springs St, Clio, AL 36017, United States",,+1 334-397-2529,23,4.4,No,No,No,Convenience store, · Closes 10PM,None Found,Clio
Taco Stand,"611 2nd Ave E Suite A, Oneonta, AL 35121, United States",facebook.com,+1 205-625-5602,77,4.6,No,No,No,Taco restaurant, · Closes 9PM,None Found,Oneonta
Smoke On Wills,"2451 2nd Ave E, Oneonta, AL 35121, United States",facebook.com,+1 205-994-0270,19,4.4,No,No,Yes,Restaurant,,None Found,Oneonta
Pop Up Park,"Oneonta, AL 35121, United States",,,3,5.0,No,No,Yes,Family restaurant,,None Found,Oneonta
Roadside Grill,"501 AL-74, Piedmont, AL 36272, United States",roadsidegrill0180.s4shops.com,+1 256-792-9154,149.0,4.4,No,No,Yes,Restaurant, · Closes 9PM,None Found,Piedmont
Nett's Kitchen Catering,"621 Kines Rd, Piedmont, AL 36272, United States",,+1 256-283-6775,18.0,5.0,No,No,No,Caterer,,None Found,Piedmont
Piedmont,,,,,,No,No,No,,,None Found,Piedmont
Taco Bell / KFC,"206 US-278, Piedmont, AL 36272, United States",locations.tacobell.com,+1 256-447-0065,327.0,3.6,No,No,Yes,Fast food restaurant,Open · Closes 10PM,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",Piedmont
Some to Eat Food Truck,"Alabama Hwy 69 S, Tuscaloosa, AL 35405, United States",facebook.com,+1 205-826-1624,2,4.0,No,No,Yes,Restaurant,,None Found,Coaling
Catch a Taste Food Truck,,catchataste.square.site,+1 205-292-5115,16,3.5,No,No,No,Food producer,,None Found,Coaling
Billy's Cooking LLC,,billyscookingllc.com,+1 205-799-4054,6,4.8,No,No,No,Mobile caterer,,None Found,Coaling
Super quetzal food truck LLC,"307 Skyland E Blvd, Tuscaloosa, AL 35405, United States",,+1 205-657-0303,6,5.0,No,Yes,Yes,Taco restaurant, · Closes 9:30PM,None Found,Coaling
Dollar General,"15343 US-11, Coaling, AL 35453, United States",dollargeneral.com,+1 205-632-2075,409,4.0,Yes,No,Yes,Dollar store, · Closes 10PM,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",Coaling
Bacon N' Burgers,"18627 US-82, Union Springs, AL 36089, United States",facebook.com,+1 334-738-3000,209.0,4.3,No,No,Yes,American restaurant, · Closes 8PM,None Found,Union Springs
Muh-Dears BBQ Pit,"107 A Baskin St, Union Springs, AL 36089, United States",,+1 334-473-8498,1.0,5.0,No,No,Yes,Barbecue restaurant, · Opens 7AM Sat,None Found,Union Springs
Ryans Fish and Wings,"107 US-82, Union Springs, AL 36089, United States",,+1 334-740-1588,251.0,4.5,No,No,Yes,Chicken restaurant, · Closes 9:45PM,None Found,Union Springs
Ashual Soul Cooking ❤️,,,+1 334-473-8461,2.0,5.0,No,No,No,Catering food and drink supplier, · Opens 9PM,None Found,Union Springs
Krispy Krunchy Chicken,"611 S Prairie St, Union Springs, AL 36089, United States",locations.krispykrunchy.com,+1 334-473-3341,,,No,No,Yes,Chicken restaurant, · Closes 12AM,"Fast-food eatery specializing in Cajun-style fried chicken, plus wings, seafood, breakfast & more.",Union Springs
Da Pit BBQ,"214 Baskin St, Union Springs, AL 36089, United States",,,,,No,Yes,Yes,Restaurant, · Opens 10:30AM Sat,None Found,Union Springs
Kountry Kitchen,"1056 US-84, Coffeeville, AL 36524, United States",,+1 251-387-5530,31.0,4.9,No,No,Yes,Restaurant, · Closes 9PM,None Found,Coffeeville
Kountry Kitchen Bbq,"726 US-84, Coffeeville, AL 36524, United States",,+1 251-354-7250,,,No,No,Yes,Restaurant, · Closes 6PM,None Found,Coffeeville
Exxon,"Us Hwy 84 And, AL-69, Coffeeville, AL 36524, United States",exxonmobilfuels.com,+1 251-276-0185,112.0,4.2,No,No,No,Gas station,,None Found,Coffeeville
"Goco's 206 | Coffeeville, AL","1003 US-84, Coffeeville, AL 36524, United States",,+1 251-276-0090,9.0,4.0,No,Yes,No,Convenience store, · Closes 12AM,None Found,Coffeeville
